brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating
ASUS,ROG,AMD,Ryzen 7,11th,4  GB,DDR5,1024 GB,0 GB,Windows,32-bit,4,Casual,16,1,No,No,114990,87136,21,0
acer,Swift,AMD,Ryzen 7,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,99990,87136,28,0
ASUS,TUF,AMD,Ryzen 7,11th,4  GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Casual,15.6,0,No,No,95990,105990,9,4.7
HP,OMEN,AMD,Ryzen 7,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,75497.95404,87136,14,4.8
ASUS,ROG,AMD,Ryzen 7,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,76990,116990,34,0
Lenovo,Legion,AMD,Ryzen 7,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,Yes,75497.95404,87136,27,0
ASUS,VivoBook,AMD,Ryzen 7,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,99990,87136,27,0
ASUS,ROG,AMD,Ryzen 7,11th,4  GB,DDR5,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,112990,87136,20,0
Lenovo,Ideapad,AMD,Ryzen 7,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,77988,117290,33,0
ASUS,ROG,AMD,Ryzen 7,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,76000,126990,0,5
ASUS,ROG,AMD,Ryzen 7,11th,4  GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,Yes,No,99990,87136,38,4.4
ASUS,Zephyrus,AMD,Ryzen 7,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,111000,87136,19,0
ASUS,Ryzen,AMD,Ryzen 7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,84970,110990,23,3
HP,Pavilion,AMD,Ryzen 7,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,75990,93564,18,4.5
acer,Nitro,AMD,Ryzen 7,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,No,89990,119990,25,4.4
acer,Nitro,AMD,Ryzen 7,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,0,No,No,81990,119900,31,4.5
Lenovo,Ryzen,AMD,Ryzen 7,11th,4  GB,DDR4,512 GB,1024 GB,Windows,32-bit,0,Casual,16,0,No,No,80490,118898,32,0
ASUS,ROG,AMD,Ryzen 9,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,75497.95404,87136,26,0
ASUS,ROG,AMD,Ryzen 9,11th,16 GB,DDR4,1024 GB,0 GB,Windows,32-bit,0,Casual,15.6,1,No,No,75497.95404,87136,25,4.6
ASUS,ROG,AMD,Ryzen 9,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,75497.95404,87136,23,4.7
ASUS,ROG,AMD,Ryzen 9,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,114990,87136,29,4.6
ASUS,ROG,AMD,Ryzen 9,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,75497.95404,87136,30,4.3
ASUS,ROG,AMD,Ryzen 9,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,13.4,1,Yes,Yes,114990,87136,34,4.3
MSI,Delta,AMD,Ryzen 9,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,75497.95404,87136,22,0
ASUS,VivoBook,AMD,Ryzen 9,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,104990,87136,26,4.5
ASUS,ROG,AMD,Ryzen 9,11th,4  GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,Yes,No,114990,87136,36,4.7
ASUS,ROG,AMD,Ryzen 9,11th,4  GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,Yes,Yes,75497.95404,87136,28,5
ASUS,Zenbook,AMD,Ryzen 9,11th,4  GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,Yes,No,75497.95404,87136,21,0
HP,OMEN,AMD,Ryzen 9,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,Yes,75497.95404,87136,13,0
ASUS,Rog,AMD,Ryzen 9,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,75497.95404,87136,22,0
ASUS,ROG,AMD,Ryzen 9,11th,4  GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,Yes,Yes,75497.95404,87136,29,4
ASUS,Zephyrus,AMD,Ryzen 9,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,75497.95404,87136,21,0
ASUS,ROG,AMD,Ryzen 9,11th,4  GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,Yes,Yes,75497.95404,87136,35,4.2
ASUS,ROG,AMD,Ryzen 9,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,75497.95404,87136,25,4.2
ASUS,VivoBook,AMD,Ryzen 9,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,75497.95404,87136,0,0
ASUS,VivoBook,AMD,Ryzen 9,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,75497.95404,87136,19,0
ASUS,VivoBook,AMD,Ryzen 9,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,116990,87136,22,0
ASUS,Ryzen,AMD,Ryzen 9,11th,4  GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Casual,16,0,No,No,75497.95404,87136,34,0
ASUS,ROG,AMD,Ryzen 9,11th,4  GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,Yes,Yes,75497.95404,87136,33,0
ASUS,ROG,AMD,Ryzen 9,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,75497.95404,87136,21,0
ASUS,ROG,AMD,Ryzen 9,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,75497.95404,87136,25,0
ASUS,Ryzen,AMD,Ryzen 9,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,75497.95404,87136,0,0
ASUS,Ryzen,AMD,Ryzen 9,11th,4  GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,75497.95404,87136,0,0
SAMSUNG,Galaxy,Qualcomm,Snapdragon 7c,11th,4  GB,LPDDR4X,0 GB,512 GB,Windows,32-bit,0,Casual,15.6,0,No,No,38990,47990,18,0
Lenovo,Thinkpad,AMD,Ryzen 5,10th,8  GB,DDR4,512 GB,0 GB,DOS,64-bit,0,Casual,14,0,No,No,57490,78400,26,4.2
